No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
219,MR leher pleksus brachialis nonkontras dengan anestesi,Permintaan & Hasil,RD0993025,MR leher pleksus brachialis nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
220,MR liver dengan kontras IV,Permintaan & Hasil,36231-9,MR Liver W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen>Liver,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
221,MR lumbosacral dengan kontras IV,Permintaan & Hasil,91715-3,MR Spine Lumbar and Sacrum W contrast IV,Multisection^W contrast IV,Find,Pt,Abdomen>Spine.lumbar & Pelvis>Sacrum,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
222,MR lumbosacral nonkontras,Permintaan & Hasil,91717-9,MR Spine Lumbar and Sacrum WO contrast,Multisection^WO contrast,Find,Pt,Abdomen>Spine.lumbar & Pelvis>Sacrum,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
223,MR manus bilateral dengan kontras ,Permintaan & Hasil ,69178-2,MR Hand - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.bilateral>Hand,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.2,06/05/2024,06/05/2024
224,MR manus bilateral dengan kontras + anestesi,Permintaan & Hasil ,RD0993156,MR manus bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
225,MR manus bilateral nonkontras,Permintaan & Hasil,69179-0,MR Hand - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity.bilateral>Hand,Doc,MR,,http://loinc.org,,,,2.38,2.61,1.0,1.1,15/11/2023,17/01/2024
226,MR manus bilateral nonkontras dengan anestesi,Permintaan & Hasil,RD0993026,MR manus bilateral nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Upper extremity.bilateral>Hand,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
227,MR manus dengan kontras ,Permintaan & Hasil ,36192-3,MR Hand W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity>Hand,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
228,MR manus dengan kontras + anestesi,Permintaan & Hasil ,RD0993155,MR manus dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
229,MR manus kanan dengan kontras ,Permintaan & Hasil ,36196-4,MR Hand - right W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.right>Hand,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
230,MR manus kanan dengan kontras  + anestesi,Permintaan & Hasil ,RD0993369,MR manus kanan dengan kontras  + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
231,MR manus kiri dengan kontras ,Permintaan & Hasil ,36194-9,MR Hand - left W contrast IV,Multisection^W contrast IV,Find,Pt,Upper extremity.left>Hand,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
232,MR manus kiri dengan kontras + anestesi,Permintaan & Hasil ,RD0993370,MR manus kiri dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
233,MR manus nonkontras,Permintaan & Hasil,30685-2,MR Hand WO contrast,Multisection^WO contrast,Find,Pt,Upper extremity>Hand,Doc,MR,,http://loinc.org,,,,2.04,2.61,1.0,1.1,15/11/2023,17/01/2024
234,MR manus nonkontras dengan anestesi,Permintaan & Hasil,RD0993027,MR manus nonkontras dengan anestesi,Multisection^WO contrast W anesthesia,Find,Pt,Upper extremity>Hand,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
235,MR mastoid dengan kontras,Permintaan & Hasil,48440-2,MR Skull base W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Skull.base,Doc,MR,,http://loinc.org,59066005,Mastoid structure,http://snomed.info/sct,,,1.0,1.0,13/02/2023,13/02/2023
236,MR mastoid dengan kontras IV,Permintaan & Hasil,RD0992939,MR mastoid dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
237,MR mastoid dengan kontras IV + anestesi,Permintaan & Hasil,RD0992940,MR mastoid dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
238,MR mastoid nonkontras,Permintaan & Hasil,48687-8,MR Skull base WO contrast,Multisection^WO contrast,Find,Pt,Head>Skull.base,Doc,MR,,http://loinc.org,59066005,Mastoid structure,http://snomed.info/sct,,,1.0,1.0,13/02/2023,13/02/2023
239,MR mastoid nonkontras dengan anestesi,Permintaan & Hasil,RD0993028,MR mastoid nonkontras dengan anestesi,Multisection^WO contrast ,Find,Pt,Head>Mastoid,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
240,MR mediastinum dengan kontras,Permintaan & Hasil,37272-2,MR Mediastinum WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Chest>Mediastinum,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
241,MR mediastinum nonkontras,Permintaan & Hasil,80495-5,MR Mediastinum WO contrast,Multisection^WO contrast,Find,Pt,Chest>Mediastinum,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
242,MR mediastinum nonkontras diikuti dengan kontras IV,Permintaan & Hasil,37272-2,MR Mediastinum WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Chest>Mediastinum,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
243,MR nasofaring dengan kontras IV,Permintaan & Hasil,36233-5,MR Nasopharynx W contrast IV,Multisection^W contrast IV,Find,Pt,Head+Neck>Nasopharynx,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
244,MR nasofaring nonkontras,Permintaan & Hasil,36513-0,MR Nasopharynx WO contrast,Multisection^WO contrast,Find,Pt,Head+Neck>Nasopharynx,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
245,MR nervus kranial dengan kontras IV,Permintaan & Hasil,RD0992941,MR nervus kranial dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
246,MR nervus kranial dengan kontras IV + anestesi,Permintaan & Hasil,RD0992942,MR nervus kranial dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
247,MR nervus kranial nonkontras dengan anestesi,Permintaan & Hasil,RD0993030,MR nervus kranial nonkontras dengan anestesi,Multisection,Find,Pt,Head>Nerves.cranial,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
248,MR obstetri / plasenta nonkontras,Permintaan & Hasil,35990-1,MR Fetal,Multisection,Find,Pt,^Fetus,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
249,MR obstetri / plasenta nonkontras dengan anestesi,Permintaan & Hasil,RD0993031,MR obstetri / plasenta nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
250,MR orbita dengan kontras IV,Permintaan & Hasil,36820-9,MR Orbit W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Orbit,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
251,MR orbita dengan kontras IV,Permintaan & Hasil,36820-9,MR Orbit W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Orbit,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
252,MR orbita dengan kontras IV + anestesi,Permintaan & Hasil,RD0992943,MR orbita dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
253,MR orbita nonkontras,Permintaan & Hasil,36872-0,MR Orbit WO contrast,Multisection^WO contrast,Find,Pt,Head>Orbit,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
254,MR orbita nonkontras dan diikuti dengan kontras IV,Permintaan & Hasil,36842-3,MR Orbit WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Orbit,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
255,MR orbita nonkontras dengan anestesi,Permintaan & Hasil,RD0993032,MR orbita nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head>Orbit,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
256,"MR orbita, wajah, dan leher dengan kontras IV",Permintaan & Hasil,46321-6,MR Orbit and Face and Neck W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Orbit+Face & Neck,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
257,"MR orbita, wajah, dan leher nonkontras",Permintaan & Hasil,46332-3,MR Orbit and Face and Neck WO contrast,Multisection^WO contrast,Find,Pt,Head>Orbit+Face & Neck,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
258,"MR orbita, wajah, dan leher nonkontras diikuti dengan kontras IV",Permintaan & Hasil,46310-9,MR Orbit and Face and Neck WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Orbit+Face & Neck,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
259,MR orofaring dengan kontras,Permintaan & Hasil,43455-5,MR Oropharynx,Multisection,Find,Pt,Head+Neck>Oropharynx,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
260,MR orofaring nonkontras,Permintaan & Hasil,43455-5,MR Oropharynx,Multisection,Find,Pt,Head+Neck>Oropharynx,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
261,MR os nasal nonkontras,Permintaan & Hasil,69211-1,MR Nasal bones,Multisection,Find,Pt,Head>Nasal bones,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
262,MR otak - epilepsi dengan kontras IV,Permintaan & Hasil,RD0992944,MR otak - epilepsi dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
263,MR otak - epilepsi dengan kontras IV + anestesi,Permintaan & Hasil,RD0992945,MR otak - epilepsi dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
264,MR otak - epilepsi nonkontras,Permintaan & Hasil,RD0993033,MR otak - epilepsi nonkontras,Multisection for epilepsy^WO contrast,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
265,MR otak - epilepsi nonkontras dengan anestesi,Permintaan & Hasil,RD0993034,MR otak - epilepsi nonkontras dengan anestesi,Multisection for epilepsy^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
266,MR otak - parkinson dengan kontras IV,Permintaan & Hasil,RD0992946,MR otak - parkinson dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
267,MR otak - parkinson dengan kontras IV + anestesi,Permintaan & Hasil,RD0992947,MR otak - parkinson dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
268,MR otak - parkinson nonkontras,Permintaan & Hasil,RD0993035,MR otak - parkinson nonkontras,Multisection for parkinson^WO contrast ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
269,MR otak - parkinson nonkontras dengan anestesi,Permintaan & Hasil,RD0993036,MR otak - parkinson nonkontras dengan anestesi,Multisection for parkinson^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
270,MR otak + DTI dengan kontras IV,Permintaan & Hasil,RD0992948,MR otak + DTI dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
271,MR otak + DTI dengan kontras IV + anestesi,Permintaan & Hasil,RD0992949,MR otak + DTI dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
272,MR otak + DTI nonkontras,Permintaan & Hasil,RD0993037,MR otak + DTI nonkontras,Multisection^WO contrast ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
273,MR otak + DTI nonkontras dengan anestesi,Permintaan & Hasil,RD0993038,MR otak + DTI nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
274,MR otak + MRA + MRV dengan kontras IV,Permintaan & Hasil,RD0992951,MR otak + MRA + MRV dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
275,MR otak + MRA + MRV dengan kontras IV + anestesi,Permintaan & Hasil,RD0992952,MR otak + MRA + MRV dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
276,MR otak + MRA + MRV nonkontras,Permintaan & Hasil,RD0993040,MR otak + MRA + MRV nonkontras,Multisection^WO contrast ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
277,MR otak + MRA + MRV nonkontras dengan anestesi,Permintaan & Hasil,RD0993041,MR otak + MRA + MRV nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
278,MR otak + MRA dengan kontras IV,Permintaan & Hasil,RD0992950,MR otak + MRA dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
279,MR otak + MRA dengan kontras IV + anestesi,Permintaan & Hasil,RD0992953,MR otak + MRA dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
280,MR otak + MRA nonkontras,Permintaan & Hasil,RD0993039,MR otak + MRA nonkontras,Multisection^WO contrast ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
281,MR otak + MRA nonkontras dengan anestesi,Permintaan & Hasil,RD0993042,MR otak + MRA nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
282,MR otak + MRS dengan kontras IV,Permintaan & Hasil,RD0992954,MR otak + MRS dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
283,MR otak + MRS dengan kontras IV + anestesi,Permintaan & Hasil,RD0992955,MR otak + MRS dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
284,MR otak + MRS nonkontras,Permintaan & Hasil,RD0993043,MR otak + MRS nonkontras,Multisection^WO contrast ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
285,MR otak + MRS nonkontras dengan anestesi,Permintaan & Hasil,RD0993044,MR otak + MRS nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
286,MR otak + perfusi dengan kontras IV,Permintaan & Hasil,RD0992956,MR otak + perfusi dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
287,MR otak + perfusi dengan kontras IV + anestesi,Permintaan & Hasil,RD0992957,MR otak + perfusi dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
288,MR otak + perfusi nonkontras,Permintaan & Hasil,RD0993045,MR otak + perfusi nonkontras,Multisection^WO contrast ,Find,Pt,Head>Brain,Doc,MR.perfusion,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
289,MR otak + perfusi nonkontras dengan anestesi,Permintaan & Hasil,RD0993046,MR otak + perfusi nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR.perfusion,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
290,MR otak dengan kontras + MR perfusi,Permintaan & Hasil,X099274,Kontras MRBrain + MR Perfusi,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
291,MR otak dengan kontras + MR Perfusi + MRS,Permintaan & Hasil,X099275,Kontras MRBrain + MR Perfusi + MRS,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
292,MR otak dengan kontras + MRA +MRV,Permintaan & Hasil,X099276,Kontras MRBrain + MRA +MRV,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
293,MR otak dengan kontras + MRS,Permintaan & Hasil,X099277,Kontras MRBrain + MRS,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
294,MR otak dengan kontras +MRV,Permintaan & Hasil,X099278,Kontras MRBrain +MRV,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
295,MR otak dengan kontras IV,Permintaan & Hasil,24589-4,MR Brain W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Brain,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
296,MR otak dengan kontras IV,Permintaan & Hasil,24589-4,MR Brain W contrast IV,Multisection^W contrast IV,Find,Pt,Head>Brain,Doc,MR,,http://loinc.org,,,,1.0o,2.61,1.0,1.1,15/11/2023,17/01/2024
297,MR otak dengan kontras IV anestesi,Permintaan & Hasil,RD0992958,MR otak dengan kontras IV anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
298,MR otak DTI dengan kontras ,Permintaan & Hasil,99702-3,MR tractography Brain,,Multisection,Find,Pt,Head>Brain,Doc,MR.tractography,,http://loinc.org,,,,,1.0,1.1,13/02/2023,15/11/2023
299,MR otak fungsional dengan kontras IV,Permintaan & Hasil,RD0992959,MR otak fungsional dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
300,MR otak fungsional dengan kontras IV + anestesi,Permintaan & Hasil,RD0992960,MR otak fungsional dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
301,MR otak fungsional nonkontras,Permintaan & Hasil,RD0993048,MR otak fungsional nonkontras,Multisection^WO contrast ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
302,MR otak fungsional nonkontras dengan anestesi,Permintaan & Hasil,RD0993049,MR otak fungsional nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
303,MR otak navigasi dengan kontras IV,Permintaan & Hasil,RD0992961,MR otak navigasi dengan kontras IV,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
304,MR otak navigasi dengan kontras IV + anestesi,Permintaan & Hasil,RD0992962,MR otak navigasi dengan kontras IV + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
305,MR otak nonkontras,Permintaan & Hasil,30657-1,MR Brain WO contrast,Multisection^WO contrast,Find,Pt,Head>Brain,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
306,MR otak nonkontras dengan anestesi,Permintaan & Hasil,RD0993047,MR otak nonkontras dengan anestesi,Multisection^WO contrast W anesthesia ,Find,Pt,Head>Brain,Doc,MR,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
307,MR otak nonkontras diikuti dengan kontras IV,Permintaan & Hasil,24587-8,MR Brain WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Head>Brain,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
308,MR otak tanpa kontras + ALS,Permintaan & Hasil,X099282,Non Kontras MRBrain + ALS,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
309,MR otak tanpa kontras + DTI,Permintaan & Hasil,X099283,Non Kontras MRBrain + DTI,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
310,MR otak tanpa kontras + MRA,Permintaan & Hasil,X099284,Non Kontras MRBrain + MRA,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
311,MR otak tanpa kontras + MRA + MRV,Permintaan & Hasil,X099285,Non Kontras MRBrain + MRA + MRV,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
312,MR otak tanpa kontras +MRV ,Permintaan & Hasil,X099286,Non Kontras MRBrain +MRV ,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,1.0,1.1,13/02/2023,15/11/2023
313,MR otak terbatas dengan kontras IV,Permintaan & Hasil,36096-6,MR Brain limited W contrast IV,Multisection limited^W contrast IV,Find,Pt,Head>Brain,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
314,MR otak terbatas nonkontras,Permintaan & Hasil,36105-5,MR Brain limited WO contrast,Multisection limited^WO contrast,Find,Pt,Head>Brain,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
315,MR payudara bilateral,Permintaan & Hasil,30795-9,MR Breast - bilateral,Multisection,Find,Pt,Breast.bilateral,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
316,MR payudara bilateral dengan kontras IV,Permintaan & Hasil,36150-1,MR Breast - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Breast.bilateral,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
317,MR payudara bilateral nonkontras,Permintaan & Hasil,36437-2,MR Breast - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Breast.bilateral,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
318,MR payudara nonkontras,Permintaan & Hasil,36436-4,MR Breast WO contrast,Multisection^WO contrast,Find,Pt,Breast,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
319,MR payudara nonkontras,Permintaan & Hasil,36436-4,MR Breast WO contrast,Multisection^WO contrast,Find,Pt,Breast,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
320,MR payudara nonkontras dengan anestesi,Permintaan & Hasil,RD0993050,MR payudara nonkontras dengan anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
321,MR payudara nonkontras diikuti dengan kontras bilateral,Permintaan & Hasil,36277-2,MR Breast - bilateral WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Breast.bilateral,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
322,MR payudara unilateral,Permintaan & Hasil,46299-4,MR Breast - unilateral,Multisection,Find,Pt,Breast.unilateral,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
323,MR payudara unilateral dengan kontras IV,Permintaan & Hasil,46323-2,MR Breast - unilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Breast.unilateral,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
324,MR payudara unilateral nonkontras,Permintaan & Hasil,46333-1,MR Breast - unilateral WO contrast,Multisection^WO contrast,Find,Pt,Breast.unilateral,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
325,MR payudara unilateral nonkontras diikuti dengan kontras IV,Permintaan & Hasil,43528-9,MR Breast - unilateral WO and W contrast IV,Multisection^WO & W contrast IV,Find,Pt,Breast.unilateral,Doc,MR,,http://loinc.org,,,,,,1.0,1.0,13/02/2023,13/02/2023
326,MR pedis bilateral dengan kontras,Permintaan & Hasil ,36180-8,MR Foot - bilateral W contrast IV,Multisection^W contrast IV,Find,Pt,Lower extremity.bilateral>Foot,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.2,06/05/2024,06/05/2024
327,MR pedis bilateral dengan kontras + anestesi,Permintaan & Hasil ,RD0993167,MR pedis bilateral dengan kontras + anestesi,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.2,06/05/2024,06/05/2024
328,MR pedis bilateral nonkontras,Permintaan & Hasil,36467-9,MR Foot - bilateral WO contrast,Multisection^WO contrast,Find,Pt,Lower extremity.bilateral>Foot,Doc,MR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
