IDKategori,Nama Pemeriksaan ,Permintaan/Hasil,Code ,Long Common Name,Component,Property,Timing,System,Scale,Method,Class,Unit,Order/Observation,Code System,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date,
44,US mata,Permintaan & Hasil,98035-9,US Eye,Multisection,Find,Pt,Head>Eye,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US mata A-scan,Permintaan & Hasil,99826-0,US.A-scan Eye,Multisection,Find,Pt,Head>Eye,Doc,US.A-scan,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US mata lokalisasi benda asing,Permintaan & Hasil,37608-7,US Guidance for localization of foreign body of Eye,Guidance for localization of foreign body,Find,Pt,Head>Eye,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US muskuloskeletal,Permintaan & Hasil,80855-0,US Extremity musculoskeletal tissue,Multisection,Find,Pt,Extremity>Musculoskeletal tissue,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US muskuloskeletal bilateral,Permintaan & Hasil,80855-0,US Extremity musculoskeletal tissue,Multisection,Find,Pt,Extremity>Musculoskeletal tissue,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US muskuloskeletal ipsilateral,Permintaan & Hasil,X099266,US muskuloskeletal ipsilateral,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
44,US muskuloskeletal superfisial,Permintaan & Hasil,X099267,US muskuloskeletal superfisial,,,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,1.0,1.0,2/13/2023,2/13/2023,
44,US muskuloskeletal trochanter kanan,Permintaan & Hasil,38048-5,US Femur - right,Multisection,Find,Pt,Lower extremity.right>Femur,Doc,US,,,,http://loinc.org,Structure of trochanter of right femur,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,US muskuloskeletal trochanter sinistra,Permintaan & Hasil,38037-8,US Femur - left,Multisection,Find,Pt,Lower extremity.left>Femur,Doc,US,,,,http://loinc.org,Structure of trochanter of left femur,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,US pankreas,Permintaan & Hasil,24859-1,US Pancreas,Multisection,Find,Pt,Abdomen>Pancreas,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US pelvis,Permintaan & Hasil,24869-0,US Pelvis,Multisection,Find,Pt,Pelvis,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US pelvis (nonobstetrik) lengkap,Permintaan & Hasil,24869-0,US Pelvis,Multisection,Find,Pt,Pelvis,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US pelvis (nonobstetrik) terbatas,Permintaan & Hasil,38046-9,US Pelvis limited,Multisection limited,Find,Pt,Pelvis,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US pembuluh darah ekstremitas inferior bilateral,Permintaan & Hasil,39422-1,US.doppler Lower extremity vessels - bilateral,Multisection,Find,Pt,Lower extremity.bilateral>Lower extremity vessels,Doc,US.doppler,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US profil biofisik janin,Permintaan,48770-2,Fetal Biophysical profile panel US,Biophysical profile panel,-,Pt,^Fetus,-,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US profil biofisik janin amniotic fluid volume,Hasil,11630-1,Fetal Biophysical profile.amniotic fluid volume US,Biophysical profile.amniotic fluid volume,Fcn,Pt,^Fetus,Ord,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US profil biofisik janin body movement,Hasil,11631-9,Fetal Biophysical profile.body movement US,Biophysical profile.body movement,Fcn,Pt,^Fetus,Ord,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US profil biofisik janin breathing movement,Hasil,11632-7,Fetal Biophysical profile.breathing movement US,Biophysical profile.breathing movement,Fcn,Pt,^Fetus,Ord,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US profil biofisik janin heart rate reactivity,Hasil,11633-5,Fetal Heart rate reactivity US,Heart rate reactivity,Fcn,Pt,^Fetus,Ord,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US profil biofisik janin tonus,Hasil,11635-0,Fetal Biophysical profile.tone US,Biophysical profile.tone,Fcn,Pt,^Fetus,Ord,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US prostat transrektal,Permintaan & Hasil,24884-9,US Prostate transrectal,Multisection transrectal,Find,Pt,Pelvis>Prostate,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US renal hasil transplantasi,Permintaan & Hasil,39032-8,US for transplanted kidney,Multisection for transplanted kidney,Find,Pt,Pelvis,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US retroperitoneal B-scan lengkap,Permintaan & Hasil,24531-6,US Retroperitoneum,Multisection,Find,Pt,Abdomen>Retroperitoneum,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US retroperitoneal B-scan terbatas,Permintaan & Hasil,38047-7,US Retroperitoneum limited,Multisection limited,Find,Pt,Abdomen>Retroperitoneum,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US skrining aorta abdominal dengan B-scan,Permintaan & Hasil,79374-5,US Abdominal Aorta for screening,Multisection for screening,Find,Pt,Abdomen>Aorta.abdominal,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US skrotum dan testis,Permintaan & Hasil,25002-7,US Scrotum and testicle,Multisection,Find,Pt,Pelvis>Scrotum+Testicle,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US testis,Permintaan & Hasil,25002-7,US Scrotum and testicle,Multisection,Find,Pt,Pelvis>Scrotum+Testicle,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US thorax,Permintaan & Hasil,24630-6,US Chest,Multisection,Find,Pt,Chest,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US thorax B-scan,Permintaan & Hasil,24630-6,US Chest,Multisection,Find,Pt,Chest,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US thyroid,Permintaan & Hasil,25010-0,US Thyroid gland,Multisection,Find,Pt,Neck>Thyroid gland,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US tractus urinarius,Permintaan,35093-4,Urology urinary tract ultrasound,Urology urinary tract ultrasound,-,Pt,^Patient,-,,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US transrektal prostat untuk pemeriksaan volume,Permintaan & Hasil,80876-6,US Prostate transrectal for volume measurement,Multisection transrectal for volume measurement,Find,Pt,Pelvis>Prostate,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US transvaginal,Permintaan & Hasil,24677-7,US Pelvis transvaginal,Multisection transvaginal,Find,Pt,Pelvis,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US vena ekstremitas inferior bilateral,Permintaan & Hasil,46364-6,US Lower extremity vein - bilateral,Multisection,Find,Pt,Lower extremity.bilateral>Lower extremity vein,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US vena ekstremitas inferior kanan,Permintaan & Hasil,48691-0,US Lower extremity vein - right,Multisection,Find,Pt,Lower extremity.right>Lower extremity vein,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US vena ekstremitas inferior kiri,Permintaan & Hasil,48692-8,US Lower extremity vein - left,Multisection,Find,Pt,Lower extremity.left>Lower extremity vein,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US vena ekstremitas superior bilateral,Permintaan & Hasil,48690-2,US Upper extremity vein - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Upper extremity vein,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US vena ekstremitas superior kanan,Permintaan & Hasil,48688-6,US Upper extremity vein - right,Multisection,Find,Pt,Upper extremity.right>Upper extremity vein,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US vena ekstremitas superior kiri,Permintaan & Hasil,48689-4,US Upper extremity vein - left,Multisection,Find,Pt,Upper extremity.left>Upper extremity vein,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US vertebra,Permintaan & Hasil,24926-8,US Spine,Multisection,Find,Pt,XXX>Spine,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US wrist,Permintaan & Hasil,25036-5,US Wrist,Multisection,Find,Pt,Upper extremity>Wrist,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,US wrist bilateral,Permintaan & Hasil,26278-2,US Wrist - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Wrist,Doc,US,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen 1 proyeksi,Permintaan & Hasil,36550-2,XR Abdomen Single view,View,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen AP,Permintaan & Hasil,24799-9,XR Abdomen AP,View AP,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen AP oblique dan cone,Permintaan & Hasil,83016-6,XR Abdomen GE 3 Views AP and Oblique and Cone,Views GE 3 AP + oblique + cone,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen dan thorax babygram,Permintaan & Hasil,83019-0,XR Chest and Abdomen and Pelvis View babygram,View babygram,Find,Pt,Chest+Abdomen+Pelvis,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen dua proyeksi,Permintaan & Hasil,36641-9,XR Abdomen 2 Views,Views 2,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen lengkap proyeksi erect dan dekubitus,Permintaan & Hasil,42019-0,XR Abdomen upright and left lateral decubitus,Views upright + L-lateral-decubitus,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"XR abdomen lengkap proyeksi supine, erect, dan lateral dekubitus",Permintaan & Hasil,94679-8,XR Chest Single View and Abdomen Supine and Upright and Lateral-decubitus,View && Views supine + upright + lateral-decubitus,Find,Pt,Chest && Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen LLD (Left Lateral Decubitus),Permintaan & Hasil,24561-3,XR Abdomen AP left lateral-decubitus,View AP L-lateral-decubitus,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen RLD (Right Lateral Decubitus),Permintaan & Hasil,24563-9,XR Abdomen AP right lateral-decubitus,View AP R-lateral-decubitus,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR abdomen tiga proyeksi,Permintaan & Hasil,36293-9,XR Abdomen 3 Views,Views 3,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle AP dan lateral kanan,Permintaan & Hasil,37667-3,XR Ankle - right AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.right>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle AP dan lateral kiri,Permintaan & Hasil,36685-6,XR Ankle - left AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.left>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"XR ankle AP, lateral dan mortis",Permintaan & Hasil,37095-7,XR Ankle AP and Lateral and Mortise,Views AP + lateral + Mortise,Find,Pt,Lower extremity>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"XR ankle AP, lateral dan mortis bilateral",Permintaan & Hasil,37096-5,XR Ankle - bilateral AP and Lateral and Mortise,Views AP + lateral + Mortise,Find,Pt,Lower extremity.bilateral>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"XR ankle AP, lateral dan mortise kanan",Permintaan & Hasil,37666-5,XR Ankle - right AP and Lateral and Mortise,Views AP + lateral + Mortise,Find,Pt,Lower extremity.right>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"XR ankle AP, lateral dan mortise kiri",Permintaan & Hasil,37097-3,XR Ankle - left AP and Lateral and Mortise,Views AP + lateral + Mortise,Find,Pt,Lower extremity.left>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle bilateral dua proyeksi,Permintaan & Hasil,26385-5,XR Ankle - bilateral 2 Views,Views 2,Find,Pt,Lower extremity.bilateral>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle dua proyeksi,Permintaan & Hasil,24540-7,XR Ankle 2 Views,Views 2,Find,Pt,Lower extremity>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle dua proyeksi kanan,Permintaan & Hasil,26387-1,XR Ankle - right 2 Views,Views 2,Find,Pt,Lower extremity.right>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle dua proyeksi kiri,Permintaan & Hasil,26386-3,XR Ankle - left 2 Views,Views 2,Find,Pt,Lower extremity.left>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle lengkap minimal tiga proyeksi,Permintaan & Hasil,44210-3,XR Ankle GE 3 Views,Views GE 3,Find,Pt,Lower extremity>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle mortise kanan,Permintaan & Hasil,37007-2,XR Ankle Mortise,View Mortise,Find,Pt,Lower extremity>Ankle,Doc,XR,,,,http://loinc.org,Structure of right ankle,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle mortise kiri,Permintaan & Hasil,37007-2,XR Ankle Mortise,View Mortise,Find,Pt,Lower extremity>Ankle,Doc,XR,,,,http://loinc.org,Structure of left ankle,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle tiga proyeksi,Permintaan & Hasil,36294-7,XR Ankle 3 Views,Views 3,Find,Pt,Lower extremity>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle tiga proyeksi bilateral,Permintaan & Hasil,36295-4,XR Ankle - bilateral 3 Views,Views 3,Find,Pt,Lower extremity.bilateral>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle tiga proyeksi kanan,Permintaan & Hasil,37665-7,XR Ankle - right 3 Views,Views 3,Find,Pt,Lower extremity.right>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR ankle tiga proyeksi kiri,Permintaan & Hasil,36296-2,XR Ankle - left 3 Views,Views 3,Find,Pt,Lower extremity.left>Ankle,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR antebrachii AP dan lateral kanan,Permintaan & Hasil,37708-5,XR Radius and Ulna - right AP and Lateral,Views AP + lateral,Find,Pt,Upper extremity.right>Radius+Ulna,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR antebrachii AP dan lateral kiri,Permintaan & Hasil,36700-3,XR Radius and Ulna - left AP and Lateral,Views AP + lateral,Find,Pt,Upper extremity.left>Radius+Ulna,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR antebrachii dua proyeksi,Permintaan & Hasil,36658-3,XR Radius and Ulna 2 Views,Views 2,Find,Pt,Upper extremity>Radius+Ulna,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR antebrachii dua proyeksi bilateral,Permintaan & Hasil,36659-1,XR Radius and Ulna - bilateral 2 Views,Views 2,Find,Pt,Upper extremity.bilateral>Radius+Ulna,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR antebrachii dua proyeksi kanan atau kiri,Permintaan & Hasil,26146-1,XR Radius and Ulna - bilateral Views,Views,Find,Pt,Upper extremity.bilateral>Radius+Ulna,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR artc. coxae axial kanan,Permintaan & Hasil,37726-7,XR Hip - right AP,View AP,Find,Pt,Lower extremity.right>Hip,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR artc. coxae axial kiri,Permintaan & Hasil,36582-5,XR Hip - left AP,View AP,Find,Pt,Lower extremity.left>Hip,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR artc. coxae kiri,Permintaan & Hasil,26131-3,XR Hip - left Views,Views,Find,Pt,Lower extremity.left>Hip,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR artc. coxae lateral kanan,Permintaan & Hasil,37730-9,XR Hip - right Lateral,View lateral,Find,Pt,Lower extremity.right>Hip,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR artc. coxae lateral kiri,Permintaan & Hasil,36603-9,XR Hip - left Lateral,View lateral,Find,Pt,Lower extremity.left>Hip,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR artc. coxae oblique kanan,Permintaan & Hasil,37728-3,XR Hip - right Oblique crosstable,View oblique crosstable,Find,Pt,Lower extremity.right>Hip,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR artc. coxae oblique kiri,Permintaan & Hasil,37545-1,XR Hip - left Oblique crosstable,View oblique crosstable,Find,Pt,Lower extremity.left>Hip,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR atresia ani,Permintaan & Hasil,36984-3,XR Abdomen Lateral crosstable,View lateral crosstable,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu AP kanan,Permintaan & Hasil,37798-6,XR Shoulder - right AP,View AP,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu AP kiri,Permintaan & Hasil,36587-4,XR Shoulder - left AP,View AP,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu axial kanan,Permintaan & Hasil,37800-0,XR Shoulder - right Axillary,View axillary,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu axial kiri,Permintaan & Hasil,36964-5,XR Shoulder - left Axillary,View axillary,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu dua proyeksi,Permintaan & Hasil,37840-6,XR Shoulder 2 Views,Views 2,Find,Pt,Upper extremity>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu dua proyeksi bilateral,Permintaan & Hasil,36667-4,XR Shoulder - bilateral 2 Views,Views 2,Find,Pt,Upper extremity.bilateral>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu dua proyeksi kanan,Permintaan & Hasil,37793-7,XR Shoulder - right 2 Views,Views 2,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu dua proyeksi kiri,Permintaan & Hasil,36668-2,XR Shoulder - left 2 Views,Views 2,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu minimal dua proyeksi,Permintaan & Hasil,79370-3,XR Shoulder GE 2 Views,Views GE 2,Find,Pt,Upper extremity>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu satu proyeksi,Permintaan & Hasil,30748-8,XR Shoulder Single view,View,Find,Pt,Upper extremity>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu tiga proyeksi kanan,Permintaan & Hasil,26384-8,XR Shoulder - right 3 Views,Views 3,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bahu tiga proyeksi kiri,Permintaan & Hasil,26383-0,XR Shoulder - left 3 Views,Views 3,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR basis cranium,Permintaan & Hasil,48697-7,XR Skull base Views,Views,Find,Pt,Head>Skull.base,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR BOF - LLD,Permintaan & Hasil,24561-3,XR Abdomen AP left lateral-decubitus,View AP L-lateral-decubitus,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR BOF/BNO/KUB,Permintaan & Hasil,36550-2,XR Abdomen Single view,View,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR BOF/BNO/KUB erect,Permintaan & Hasil,37046-0,XR Abdomen Upright,View upright,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR BOF/BNO/KUB tiga proyeksi,Permintaan & Hasil,36293-9,XR Abdomen 3 Views,Views 3,Find,Pt,Abdomen,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bronkografi bilateral,Permintaan & Hasil,30813-0,XR Lung - bilateral Views W contrast intrabronchial,Views^W contrast intrabronchial,Find,Pt,Chest>Lung.bilateral,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bronkografi kanan,Permintaan & Hasil,64997-0,XR Lung - right Views W contrast intrabronchial,Views^W contrast intrabronchial,Find,Pt,Chest>Lung.right,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR bronkografi kiri,Permintaan & Hasil,64996-2,XR Lung - left Views W contrast intrabronchial,Views^W contrast intrabronchial,Find,Pt,Chest>Lung.left,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR calcaneus lateral kanan,Permintaan & Hasil,98303-1,XR Calcaneus - right Lateral,View lateral,Find,Pt,Lower extremity.right>Calcaneus,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR calcaneus lateral kiri,Permintaan & Hasil,98311-4,XR Calcaneus - left Lateral,View lateral,Find,Pt,Lower extremity.left>Calcaneus,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR calcaneus minimal dua proyeksi,Permintaan & Hasil,94682-2,XR Calcaneus GE 2 Views,Views GE 2,Find,Pt,Lower extremity>Calcaneus,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR caput femur bilateral,Permintaan & Hasil,26118-0,XR Femur - bilateral Views,Views,Find,Pt,Lower extremity.bilateral>Femur,Doc,XR,,,,http://loinc.org,Structure of head of femur,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,XR caput femur kanan,Permintaan & Hasil,26122-2,XR Femur - right Views,Views,Find,Pt,Lower extremity.right>Femur,Doc,XR,,,,http://loinc.org,Structure of head of femur,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,XR caput femur kiri,Permintaan & Hasil,26120-6,XR Femur - left Views,Views,Find,Pt,Lower extremity.left>Femur,Doc,XR,,,,http://loinc.org,Structure of head of femur,http://snomed.info/sct,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical 4 proyeksi,Permintaan & Hasil,36331-7,XR Cervical spine 4 Views,Views 4,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical adenoid/fujioka,Permintaan & Hasil,60648-3,Adenoid width Skull X-ray measured,Adenoid width,Len,Pt,Skull,Qn,XR.measured,,mm,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical AP,Permintaan & Hasil,30725-6,XR Cervical spine AP,View AP,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical AP close mouth,Permintaan & Hasil,30725-6,XR Cervical spine AP,View AP,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical AP dan lateral,Permintaan & Hasil,24942-5,XR Cervical spine AP and Lateral,Views AP + lateral,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical AP open mouth,Permintaan & Hasil,98359-3,XR Cervical spine Odontoid,View odontoid,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,"XR cervical AP, lateral dan oblique",Permintaan & Hasil,36734-2,XR Cervical spine AP and Lateral and oblique,Views AP + lateral + oblique,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical dua proyeksi,Permintaan & Hasil,36669-0,XR Cervical spine 2 Views,Views 2,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical extensi,Permintaan & Hasil,98360-1,XR Cervical spine Single view W extension,View^W extension,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical fleksi dan ekstensi,Permintaan & Hasil,24945-8,XR Cervical spine Views W flexion and W extension,Views^W flexion + W extension,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
44,XR cervical flexi,Permintaan & Hasil,98358-5,XR Cervical spine Single view W flexion,View^W flexion,Find,Pt,Neck>Spine.cervical,Doc,XR,,,,http://loinc.org,,,1.0,1.0,2/13/2023,2/13/2023,
