No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
229,XR jari tangan minimal dua proyeksi,Permintaan & Hasil,79354-7,XR Finger GE 2 Views,Views GE 2,Find,Pt,Upper extremity>Finger,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
230,XR jaringan lunak leher,Permintaan & Hasil,37639-2,XR Neck Views,Views,Find,Pt,Neck,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
231,XR kalvaria kurang dari empat proyeksi,Permintaan & Hasil,43470-4,XR Skull LE 3 Views,Views LE 3,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
232,XR kalvaria minimal empat proyeksi,Permintaan & Hasil,48487-3,XR Skull GE 4 Views,Views GE 4,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
233,XR kelenjar liur untuk batu,Permintaan & Hasil,39058-3,XR Salivary gland Views,Views,Find,Pt,Head>Salivary gland,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
234,XR kepala,Permintaan & Hasil,28564-3,XR Skull Views,Views,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
235,XR kepala dua proyeksi,Permintaan & Hasil,37867-9,XR Skull 2 Views,Views 2,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
236,XR knee chest wangensteen,Permintaan & Hasil,36984-3,XR Abdomen Lateral crosstable,View lateral crosstable,Find,Pt,Abdomen,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
237,XR kolesistografi dengan kontras PO,Permintaan & Hasil,24712-2,XR Gallbladder Views W contrast PO,Views^W contrast PO,Find,Pt,Abdomen>Gallbladder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
238,XR long leg stitch view,Permintaan & Hasil,36651-8,XR Lower extremity 2 Views,Views 2,Find,Pt,Lower extremity,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
239,XR mandibula,Permintaan & Hasil,24829-4,XR Mandible Views,Views,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
240,XR mandibula AP,Permintaan & Hasil,43521-4,XR Mandible 1 or 2 Views,Views 1 or 2,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
241,XR mandibula AP dan lateral,Permintaan & Hasil,36711-0,XR Mandible AP and Lateral,Views AP + lateral,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
242,XR mandibula AP dan lateral,Permintaan & Hasil,36711-0,XR Mandible AP and Lateral,Views AP + lateral,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
243,XR mandibula bilateral,Permintaan & Hasil,24829-4,XR Mandible Views,Views,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,181812008,Entire mandible,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
244,XR mandibula eisler,Permintaan & Hasil,36747-4,XR Mandible Oblique Views,Views oblique,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
245,XR mandibula kurang dari empat proyeksi,Permintaan & Hasil,47380-1,XR Mandible LE 3 Views,Views LE 3,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
246,XR mandibula lateral,Permintaan & Hasil,43521-4,XR Mandible 1 or 2 Views,Views 1 or 2,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
247,XR mandibula minimal empat proyeksi,Permintaan & Hasil,47379-3,XR Mandible GE 4 Views,Views GE 4,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
248,XR mandibula PA dan lateral,Permintaan & Hasil,36754-0,XR Mandible PA and Lateral,Views PA + lateral,Find,Pt,Head>Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
249,XR manus AP dan lateral kanan,Permintaan & Hasil,37710-1,XR Hand - right AP and Lateral,Views AP + lateral,Find,Pt,Upper extremity.right>Hand,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
250,XR manus AP dan lateral kiri,Permintaan & Hasil,38847-0,XR Hand - left AP and Lateral,Views AP + lateral,Find,Pt,Upper extremity.left>Hand,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
251,XR manus bilateral 3 proyeksi,Permintaan & Hasil,26379-8,XR Hand - bilateral 3 Views,Views 3,Find,Pt,Upper extremity.bilateral>Hand,Doc,XR,,http://loinc.org,,,,2.0,2.73,1.0,1.1,15/11/2023,17/01/2024
252,XR manus bone age AP dan bilateral,Permintaan & Hasil,26352-5,XR Wrist - bilateral and Hand - bilateral Bone age Views,Views bone age,Find,Pt,Upper extremity.bilateral>Wrist+Hand,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
253,XR manus dua proyeksi bilateral,Permintaan & Hasil,26388-9,XR Hand - bilateral 2 Views,Views 2,Find,Pt,Upper extremity.bilateral>Hand,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
254,XR manus PA dan oblique,Permintaan & Hasil,39079-9,XR Hand PA and Oblique,Views PA + oblique,Find,Pt,Upper extremity>Hand,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
255,XR mastoid kurang dari tiga proyeksi,Permintaan & Hasil,47983-2,XR Mastoid - bilateral 1 or 2 Views,Views 1 or 2,Find,Pt,Head>Mastoid.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
256,XR mastoid minimal tiga proyeksi,Permintaan & Hasil,47381-9,XR Mastoid GE 3 Views,Views GE 3,Find,Pt,Head>Mastoid,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
257,XR mastoid schuller bilateral,Permintaan & Hasil,26139-6,XR Mastoid - bilateral Views,Views,Find,Pt,Head>Mastoid.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
258,XR mastoid schuller kanan,Permintaan & Hasil,26141-2,XR Mastoid - right Views,Views,Find,Pt,Head>Mastoid.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
259,XR mastoid schuller kiri,Permintaan & Hasil,26140-4,XR Mastoid - left Views,Views,Find,Pt,Head>Mastoid.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
260,XR mata untuk deteksi benda asing,Permintaan & Hasil,30720-7,XR Orbit - bilateral Views for foreign body,Views for foreign body,Find,Pt,Head>Orbit.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
261,XR meatus auditorius internus,Permintaan & Hasil,36628-6,XR Internal auditory canal Views,Views,Find,Pt,Head>Internal auditory canal,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
262,XR nasal tangensial,Permintaan & Hasil,24834-4,XR Nasal bones Views,Views,Find,Pt,Head>Nasal bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
263,XR occlusal rahang atas,Permintaan & Hasil,95611-0,XR Teeth Occlusal Views,Views occlusal,Find,Pt,Head>Teeth,Doc,XR,,http://loinc.org,39481002,Upper dental arch structure,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
264,XR occlusal rahang bawah,Permintaan & Hasil,95611-0,XR Teeth Occlusal Views,Views occlusal,Find,Pt,Head>Teeth,Doc,XR,,http://loinc.org,88176008,Lower dental arch structure,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
265,XR OPG (Orthopantomagram),Permintaan & Hasil,95610-2,XR Teeth Complete Views,Views complete,Find,Pt,Head>Teeth,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
266,XR orbita bilateral,Permintaan & Hasil,24854-2,XR Orbit - bilateral Views,Views,Find,Pt,Head>Orbit.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
267,XR orbita minimal empat proyeksi,Permintaan & Hasil,48747-0,XR Orbit - bilateral GE 4 Views,Views GE 4,Find,Pt,Head>Orbit.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
268,XR os nasal,Permintaan & Hasil,24834-4,XR Nasal bones Views,Views,Find,Pt,Head>Nasal bones,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
269,"XR panjang tulang (orthoroentgenogram, scanogram)",Permintaan & Hasil,24579-5,XR Long bones Survey Views,Views survey,Find,Pt,XXX>Bones.long,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
270,XR panjang tulang femur dan tibia,Permintaan & Hasil,24700-7,XR Femur and Tibia Views for leg length,Views for leg length,Find,Pt,Lower extremity>Femur+Tibia,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
271,XR panoramic gigi,Permintaan & Hasil,24828-6,XR tomography Mandible Panoramic,View panoramic,Find,Pt,Head>Mandible,Doc,XR.tomography,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
272,XR panoramik 3D,Permintaan & Hasil,RD0993106,XR panoramik 3D,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
273,"XR patella AP, lateral dan skyline kanan",Permintaan & Hasil,38786-0,XR Patella - right AP and Lateral and Sunrise,Views AP + lateral + Sunrise,Find,Pt,Lower extremity.right>Patella,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
274,"XR patella AP, lateral dan skyline kiri",Permintaan & Hasil,37110-4,XR Patella - left AP and Lateral and Sunrise,Views AP + lateral + Sunrise,Find,Pt,Lower extremity.left>Patella,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
275,XR pedis AP dan lateral kanan,Permintaan & Hasil,37701-0,XR Foot - right AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.right>Foot,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
276,XR pedis AP dan lateral kiri,Permintaan & Hasil,36697-1,XR Foot - left AP and Lateral,Views AP + lateral,Find,Pt,Lower extremity.left>Foot,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
277,XR pedis AP dan oblique kanan,Permintaan & Hasil,39076-5,XR Foot AP and Oblique,Views AP + oblique,Find,Pt,Lower extremity>Foot,Doc,XR,,http://loinc.org,7769000,Structure of right foot,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
278,XR pedis AP dan oblique kiri,Permintaan & Hasil,39076-5,XR Foot AP and Oblique,Views AP + oblique,Find,Pt,Lower extremity>Foot,Doc,XR,,http://loinc.org,22335008,Structure of left foot,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
279,XR pedis bilateral 3 proyeksi,Permintaan & Hasil,36306-9,XR Foot - bilateral 3 Views,Views 3,Find,Pt,Lower extremity.bilateral>Foot,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
280,XR pedis dua proyeksi,Permintaan & Hasil,30784-3,XR Foot 2 Views,Views 2,Find,Pt,Lower extremity>Foot,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
281,XR pedis dua proyeksi bilateral,Permintaan & Hasil,36657-5,XR Foot - bilateral 2 Views,Views 2,Find,Pt,Lower extremity.bilateral>Foot,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
282,XR pedis minimal tiga proyeksi,Permintaan & Hasil,44188-1,XR Foot GE 3 Views,Views GE 3,Find,Pt,Lower extremity>Foot,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
283,XR pelvimetri,Permintaan & Hasil,24871-6,XR Pelvis Pelvimetry,View pelvimetry,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
284,XR pelvimetri dengan sonde,Permintaan & Hasil,24871-6,XR Pelvis Pelvimetry,View pelvimetry,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,1.0o,2.61,,1.0,1.1,15/11/2023,17/01/2024
285,XR pelvis 1 proyeksi,Permintaan & Hasil,37616-0,XR Pelvis Single view,View,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
286,XR pelvis AP,Permintaan & Hasil,37622-8,XR Pelvis AP,View AP,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
287,"XR pelvis AP, inlet dan outlet",Permintaan & Hasil,37623-6,XR Pelvis AP and Inlet and Outlet,Views AP + inlet + outlet,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
288,XR pelvis dan coxae anak minimal dua proyeksi,Permintaan & Hasil,83034-9,XR Pelvis and Hip - bilateral GE 2 views for pediatrics,Views GE 2 for pediatrics,Find,Pt,Pelvis & Lower extremity.bilateral>Hip,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
289,XR pelvis dua proyeksi,Permintaan & Hasil,37617-8,XR Pelvis 2 Views,Views 2,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
290,XR pelvis inlet,Permintaan & Hasil,37628-5,XR Pelvis Inlet,View inlet,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
291,XR pelvis lateral,Permintaan & Hasil,37629-3,XR Pelvis Lateral,View lateral,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
292,XR pelvis minimal tiga proyeksi,Permintaan & Hasil,43543-8,XR Pelvis GE 3 Views,Views GE 3,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
293,XR pelvis oblique,Permintaan & Hasil,37630-1,XR Pelvis Oblique Views,Views oblique,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
294,XR pelvis outlet,Permintaan & Hasil,37631-9,XR Pelvis Outlet,View outlet,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
295,XR pelvis satu atau dua proyeksi,Permintaan & Hasil,43522-2,XR Pelvis 1 or 2 Views,Views 1 or 2,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
296,XR pelvis tiga proyeksi,Permintaan & Hasil,30766-0,XR Pelvis 3 Views,Views 3,Find,Pt,Pelvis,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
297,XR pergelangan kaki 1 proyeksi,Permintaan & Hasil,36551-0,XR Ankle Single view,View,Find,Pt,Lower extremity>Ankle,Doc,XR,,http://loinc.org,,,,2.14,2.64,1.0,1.1,15/11/2023,17/01/2024
298,XR pergelangan kaki bilateral 1 proyeksi,Permintaan & Hasil,103424-8,XR Ankle - bilateral Single view,View,Find,Pt,Lower extremity.bilateral>Ankle,Doc,XR,,http://loinc.org,,,,2.75,2.75,1.0,1.1,15/11/2023,17/01/2024
299,XR pergelangan tangan (wrist joint) dua proyeksi bilateral,Permintaan & Hasil,37482-7,XR Wrist - bilateral 2 Views,Views 2,Find,Pt,Upper extremity.bilateral>Wrist,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
300,XR pergelangan tangan bilateral 3 proyeksi,Permintaan & Hasil,37454-6,XR Wrist - bilateral 3 Views,Views 3,Find,Pt,Upper extremity.bilateral>Wrist,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
301,XR pergelangan tangan bilateral 4 proyeksi,Permintaan & Hasil,37070-0,XR Wrist - bilateral 4 Views,Views 4,Find,Pt,Upper extremity.bilateral>Wrist,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
302,XR pergelangan tangan dua proyeksi,Permintaan & Hasil,37925-5,XR Wrist 2 Views,Views 2,Find,Pt,Upper extremity>Wrist,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
303,XR pergelangan tangan lengkap minimal tiga proyeksi,Permintaan & Hasil,44190-7,XR Wrist GE 3 Views,Views GE 3,Find,Pt,Upper extremity>Wrist,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
304,XR sacrum dua proyeksi,Permintaan & Hasil,37651-7,XR Sacrum 2 Views,Views 2,Find,Pt,Pelvis>Sacrum,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
305,XR sacrum lateral,Permintaan & Hasil,37652-5,XR Sacrum AP and Lateral,Views AP + lateral,Find,Pt,Pelvis>Sacrum,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
306,XR sakrum dan koksigea minimal dua proyeksi,Permintaan & Hasil,79367-9,XR Sacrum and Coccyx GE 2 Views,Views GE 2,Find,Pt,Pelvis>Sacrum+Coccyx,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
307,XR scapula,Permintaan & Hasil,24903-7,XR Scapula Views,Views,Find,Pt,Chest>Scapula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
308,XR scapula AP dan lateral kanan,Permintaan & Hasil,37788-7,XR Scapula - right AP and Lateral,Views AP + lateral,Find,Pt,Chest>Scapula.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
309,XR scapula AP dan lateral kiri,Permintaan & Hasil,36715-1,XR Scapula - left AP and Lateral,Views AP + lateral,Find,Pt,Chest>Scapula.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
310,XR scapula AP kanan,Permintaan & Hasil,39048-4,XR Scapula AP,View AP,Find,Pt,Chest>Scapula,Doc,XR,,http://loinc.org,719628000,Bone structure of right scapula,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
311,XR scapula AP kiri,Permintaan & Hasil,39048-4,XR Scapula AP,View AP,Find,Pt,Chest>Scapula,Doc,XR,,http://loinc.org,719627005,Bone structure of left scapula,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
312,XR scapula kanan,Permintaan & Hasil,26156-0,XR Scapula - right Views,Views,Find,Pt,Chest>Scapula.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
313,XR scapula kiri,Permintaan & Hasil,26155-2,XR Scapula - left Views,Views,Find,Pt,Chest>Scapula.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
314,XR schedel AP dan lateral nonkontras,Permintaan & Hasil,X099268,XR schedel AP dan lateral nonkontras,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.0,2/13/2023,2/13/2023
315,XR schuler view,Permintaan & Hasil,24745-2,XR Petrous part of temporal bone Views,Views,Find,Pt,Head>Petrous part of temporal bone,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
316,XR sefalogram ortodonti,Permintaan & Hasil,43787-1,XR Skull and Facial bones and Mandible Views for dental measurement,Views for dental measurement,Find,Pt,Head>Skull+Facial bones+Mandible,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
317,XR sella tursika,Permintaan & Hasil,42159-4,XR Sella turcica Views,Views,Find,Pt,Head>Sella turcica,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
318,XR sendi sakroiliaka kurang dari tiga proyeksi,Permintaan & Hasil,48467-5,XR Sacroiliac Joint 1 or 2 Views,Views 1 or 2,Find,Pt,Pelvis>Sacroiliac joint,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
319,XR sendi sakroiliaka tiga proyeksi atau lebih,Permintaan & Hasil,44189-9,XR Sacroiliac Joint GE 3 Views,Views GE 3,Find,Pt,Pelvis>Sacroiliac joint,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
320,XR sendi sternoklavikula empat proyeksi,Permintaan & Hasil,37882-8,XR Sternoclavicular Joint 4 Views,Views 4,Find,Pt,Chest>Sternoclavicular joint,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
321,XR sendi sternoklavikula tiga proyeksi,Permintaan & Hasil,37881-0,XR Sternoclavicular Joint 3 Views,Views 3,Find,Pt,Chest>Sternoclavicular joint,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
322,XR sendi temporo mandibula dengan pesawat panoramic,Permintaan & Hasil,RD0993107,XR sendi temporo mandibula dengan pesawat panoramic,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
323,XR sendi temporomandibula buka dan tutup mulut bilateral,Permintaan & Hasil,37546-9,XR Temporomandibular joint - bilateral Open and Closed mouth,Views open mouth + closed mouth,Find,Pt,Head>Temporomandibular joint.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
324,XR sendi temporomandibula buka dan tutup mulut unilateral,Permintaan & Hasil,48699-3,XR Temporomandibular joint - unilateral Open and Closed mouth,Views open mouth + closed mouth,Find,Pt,Head>Temporomandibular joint.unilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
325,XR shift scath,Permintaan & Hasil,95611-0,XR Teeth Occlusal Views,Views occlusal,Find,Pt,Head>Teeth,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
326,XR shoulder exo dan endo kanan,Permintaan & Hasil,39395-9,XR Shoulder - right AP internal rotation and AP external rotation,Views AP internal rotation + AP external rotation,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
327,XR shoulder exo dan endo kiri,Permintaan & Hasil,39328-0,XR Shoulder - left AP internal rotation and AP external rotation,Views AP internal rotation + AP external rotation,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
328,"XR shoulder joint axillary, AP dan Y-view kanan",Permintaan & Hasil,38783-7,XR Shoulder - right AP and Axillary and Y,Views AP + axillary + Y,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
329,"XR shoulder joint axillary, AP dan Y-view kiri",Permintaan & Hasil,37084-1,XR Shoulder - left AP and Axillary and Y,Views AP + axillary + Y,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
330,XR shoulder joint endo dan ekso kanan,Permintaan & Hasil,39395-9,XR Shoulder - right AP internal rotation and AP external rotation,Views AP internal rotation + AP external rotation,Find,Pt,Upper extremity.right>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
331,XR shoulder joint endo dan ekso kiri,Permintaan & Hasil,39328-0,XR Shoulder - left AP internal rotation and AP external rotation,Views AP internal rotation + AP external rotation,Find,Pt,Upper extremity.left>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
332,XR shoulder tiga proyeksi bilateral,Permintaan & Hasil,26382-2,XR Shoulder - bilateral 3 Views,Views 3,Find,Pt,Upper extremity.bilateral>Shoulder,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
333,XR sinus adenoid,Permintaan & Hasil,37858-8,XR Sinuses Lateral,View lateral,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
334,XR sinus caldwell,Permintaan & Hasil,37857-0,XR Sinuses Caldwell,View Caldwell,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
335,XR sinus paranasal,Permintaan & Hasil,24916-9,XR Sinuses Views,Views,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
336,XR sinus paranasal kurang dari tiga proyeksi,Permintaan & Hasil,43523-0,XR Sinuses 1 or 2 Views,Views 1 or 2,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
337,XR sinus paranasal minimal tiga proyeksi,Permintaan & Hasil,43486-0,XR Sinuses GE 3 Views,Views GE 3,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
338,XR sinus paranasal waters dan lateral,Permintaan & Hasil,37862-0,XR Sinuses Lateral and Waters,Views lateral + Waters,Find,Pt,Head>Sinuses,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
339,XR skapula bilateral,Permintaan & Hasil,26154-5,XR Scapula - bilateral Views,Views,Find,Pt,Chest>Scapula.bilateral,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
340,XR skapula dua proyeksi,Permintaan & Hasil,37655-8,XR Scapula 2 Views,Views 2,Find,Pt,Chest>Scapula,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
341,XR skapula dua proyeksi kanan,Permintaan & Hasil,37787-9,XR Scapula - right 2 Views,Views 2,Find,Pt,Chest>Scapula.right,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
342,XR skapula dua proyeksi kiri,Permintaan & Hasil,36666-6,XR Scapula - left 2 Views,Views 2,Find,Pt,Chest>Scapula.left,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
343,XR skull AP,Permintaan & Hasil,69269-9,XR Skull AP,View AP,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
344,XR skull AP dan lateral,Permintaan & Hasil,24919-3,XR Skull AP and Lateral,Views AP + lateral,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
345,XR skull lateral,Permintaan & Hasil,24920-1,XR Skull Lateral,View lateral,Find,Pt,Head>Skull,Doc,XR,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
