No,Nama Pemeriksaan,Permintaan/Hasil,Code,Display,Component,Property,Timing,System,Scale,Method,Unit of Measure,Code System,BodySite Code,BodySite Display,BodySite CodeSystem,Version First Released,Version Last Changed,Version First Released (DTO),Version Last Changed (DTO),First Released Date,Last Changed Date
227,US muskuloskeletal trochanter sinistra,Permintaan & Hasil,38037-8,US Femur - left,Multisection,Find,Pt,Lower extremity.left>Femur,Doc,US,,http://loinc.org,787045005,Structure of trochanter of left femur,http://snomed.info/sct,,,1.0,1.0,2/13/2023,2/13/2023
228,US obstetri 3D / 4D,Permintaan & Hasil,RD0993137,US Obstetri 3D / 4D,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
229,US obstetri ginekologi 2 dimensi,Permintaan & Hasil,42455-6,US Pelvis transabdominal and transvaginal,Multisection transabdominal + transvaginal,Find,Pt,Pelvis,Doc,US,,http://loinc.org,,,,2.16,2.73,1.0,1.1,15/11/2023,17/01/2024
230,US pankreas,Permintaan & Hasil,24859-1,US Pancreas,Multisection,Find,Pt,Abdomen>Pancreas,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
231,US parotid,Permintaan & Hasil,38138-4,US Parotid gland,Multisection,Find,Pt,Neck>Parotid gland,Doc,US,,http://loinc.org,,,,2.14,2.73,1.0,1.1,15/11/2023,17/01/2024
232,US paru + elastografi ,Permintaan & Hasil,92678-2,US.elastography Lung,Multisection,Find,Pt,Chest>Lung,Doc,US.elastography,,http://loinc.org,,,,2.66,2.72,1.0,1.1,15/11/2023,17/01/2024
233,US pelvis,Permintaan & Hasil,24869-0,US Pelvis,Multisection,Find,Pt,Pelvis,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
234,US pelvis (nonobstetrik) lengkap,Permintaan & Hasil,24869-0,US Pelvis,Multisection,Find,Pt,Pelvis,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
235,US pelvis (nonobstetrik) terbatas,Permintaan & Hasil,38046-9,US Pelvis limited,Multisection limited,Find,Pt,Pelvis,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
236,US pembuluh darah ekstremitas inferior bilateral,Permintaan & Hasil,39422-1,US.doppler Lower extremity vessels - bilateral,Multisection,Find,Pt,Lower extremity.bilateral>Lower extremity vessels,Doc,US.doppler,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
237,US penis,Permintaan & Hasil,38140-0,US Penis,Multisection,Find,Pt,Pelvis>Penis,Doc,US,,http://loinc.org,,,,2.14,2.61,1.0,1.1,15/11/2023,17/01/2024
238,US plantar pedis,Permintaan & Hasil,30709-0,US Lower extremity,Multisection,Find,Pt,Lower extremity,Doc,US,,http://loinc.org,,,,2.04,2.73,1.0,1.1,15/11/2023,17/01/2024
239,US plexus brachialis,Permintaan & Hasil,44163-4,US Brachial plexus,Multisection,Find,Pt,Chest>Brachial plexus,Doc,US,,http://loinc.org,,,,2.17,2.61,1.0,1.1,15/11/2023,17/01/2024
240,US plexus brachialis bilateral,Permintaan & Hasil,RD0993138,US Plexus Brachialis Bilateral,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
241,US profil biofisik janin,Permintaan,48770-2,Fetal Biophysical profile panel US,Biophysical profile panel,-,Pt,^Fetus,-,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
242,US profil biofisik janin amniotic fluid volume,Hasil,11630-1,Fetal Biophysical profile.amniotic fluid volume US,Biophysical profile.amniotic fluid volume,Fcn,Pt,^Fetus,Ord,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
243,US profil biofisik janin body movement,Hasil,11631-9,Fetal Biophysical profile.body movement US,Biophysical profile.body movement,Fcn,Pt,^Fetus,Ord,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
244,US profil biofisik janin breathing movement,Hasil,11632-7,Fetal Biophysical profile.breathing movement US,Biophysical profile.breathing movement,Fcn,Pt,^Fetus,Ord,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
245,US profil biofisik janin heart rate reactivity,Hasil,11633-5,Fetal Heart rate reactivity US,Heart rate reactivity,Fcn,Pt,^Fetus,Ord,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
246,US profil biofisik janin tonus,Hasil,11635-0,Fetal Biophysical profile.tone US,Biophysical profile.tone,Fcn,Pt,^Fetus,Ord,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
247,US prostat transrektal,Permintaan & Hasil,24884-9,US Prostate transrectal,Multisection transrectal,Find,Pt,Pelvis>Prostate,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
248,US renal hasil transplantasi,Permintaan & Hasil,39032-8,US for transplanted kidney,Multisection for transplanted kidney,Find,Pt,Pelvis,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
249,US retroperitoneal B-scan lengkap,Permintaan & Hasil,24531-6,US Retroperitoneum,Multisection,Find,Pt,Abdomen>Retroperitoneum,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
250,US retroperitoneal B-scan terbatas,Permintaan & Hasil,38047-7,US Retroperitoneum limited,Multisection limited,Find,Pt,Abdomen>Retroperitoneum,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
251,"US screening limfo nodi (colli, axilla, inguinal)",Permintaan & Hasil,RD0993139,US Screen Lymph Nodes,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
252,US sendi kecil,Permintaan & Hasil,RD0993140,US Sendi Kecil,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
253,US sendi panggul bayi (1 sisi),Permintaan & Hasil,RD0993141,US sendi panggul bayi (1 sisi),,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
254,US sendi panggul bayi (bilateral),Permintaan & Hasil,RD0993142,US sendi panggul bayi (bilateral),,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
255,US skrining aorta abdominal dengan B-scan,Permintaan & Hasil,79374-5,US Abdominal Aorta for screening,Multisection for screening,Find,Pt,Abdomen>Aorta.abdominal,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
256,US skrotum dan testis,Permintaan & Hasil,25002-7,US Scrotum and testicle,Multisection,Find,Pt,Pelvis>Scrotum+Testicle,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
257,US submandibula,Permintaan & Hasil,RD0993143,US Submandibula,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
258,US tendon achilles,Permintaan & Hasil,RD0993144,US Tendon Achilles,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
259,US testis,Permintaan & Hasil,25002-7,US Scrotum and testicle,Multisection,Find,Pt,Pelvis>Scrotum+Testicle,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
260,US thorax,Permintaan & Hasil,24630-6,US Chest,Multisection,Find,Pt,Chest,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
261,US thorax B-scan,Permintaan & Hasil,24630-6,US Chest,Multisection,Find,Pt,Chest,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
262,US thyroid,Permintaan & Hasil,25010-0,US Thyroid gland,Multisection,Find,Pt,Neck>Thyroid gland,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
263,US tractus urinarius,Permintaan,35093-4,Urology urinary tract ultrasound,Urology urinary tract ultrasound,-,Pt,^Patient,-,,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
264,US transrektal prostat untuk pemeriksaan volume,Permintaan & Hasil,80876-6,US Prostate transrectal for volume measurement,Multisection transrectal for volume measurement,Find,Pt,Pelvis>Prostate,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
265,US transvaginal,Permintaan & Hasil,24677-7,US Pelvis transvaginal,Multisection transvaginal,Find,Pt,Pelvis,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
266,US vena ekstremitas inferior bilateral,Permintaan & Hasil,46364-6,US Lower extremity vein - bilateral,Multisection,Find,Pt,Lower extremity.bilateral>Lower extremity vein,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
267,US vena ekstremitas inferior kanan,Permintaan & Hasil,48691-0,US Lower extremity vein - right,Multisection,Find,Pt,Lower extremity.right>Lower extremity vein,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
268,US vena ekstremitas inferior kiri,Permintaan & Hasil,48692-8,US Lower extremity vein - left,Multisection,Find,Pt,Lower extremity.left>Lower extremity vein,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
269,US vena ekstremitas superior bilateral,Permintaan & Hasil,48690-2,US Upper extremity vein - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Upper extremity vein,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
270,US vena ekstremitas superior kanan,Permintaan & Hasil,48688-6,US Upper extremity vein - right,Multisection,Find,Pt,Upper extremity.right>Upper extremity vein,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
271,US vena ekstremitas superior kiri,Permintaan & Hasil,48689-4,US Upper extremity vein - left,Multisection,Find,Pt,Upper extremity.left>Upper extremity vein,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
272,US vertebra,Permintaan & Hasil,24926-8,US Spine,Multisection,Find,Pt,XXX>Spine,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
273,US vertebra neonatus,Permintaan & Hasil,RD0993145,US Vertebra Neonatus,,,,,,,,http://terminology.kemkes.go.id/CodeSystem/examination,,,,,,1.0,1.1,15/11/2023,17/01/2024
274,US wrist,Permintaan & Hasil,25036-5,US Wrist,Multisection,Find,Pt,Upper extremity>Wrist,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
275,US wrist bilateral,Permintaan & Hasil,26278-2,US Wrist - bilateral,Multisection,Find,Pt,Upper extremity.bilateral>Wrist,Doc,US,,http://loinc.org,,,,,,1.0,1.0,2/13/2023,2/13/2023
